row_id,zone_id,zone_name,state,city,week_start_date,week_end_date,week_number,year,data_source,zone_flood_risk_base,zone_elevation_m,zone_elevation_category,zone_drainage_quality,zone_drainage_score,zone_area_sqkm,zone_population_density,zone_proximity_water_body_km,zone_road_network_density,historical_flood_count_5yr,historical_avg_disruption_days_yr,historical_rsmd_count_5yr,month,quarter,is_northeast_monsoon,is_southwest_monsoon,is_summer_season,is_winter_season,festival_week,festival_name,cyclone_season_active,rainfall_mm,max_daily_rainfall_mm,avg_daily_rainfall_mm,rainfall_7d_rolling_mm,rainfall_30d_rolling_mm,rainfall_trend_slope,humidity_avg_pct,humidity_max_pct,temp_avg_celsius,temp_max_celsius,temp_min_celsius,wind_speed_avg_kmh,wind_speed_max_kmh,sea_level_pressure_hpa,cloud_cover_pct,AQI_avg,heatwave_declared,flood_alert_level,ndma_alert_level,ndma_emergency_alert_active,cyclone_warning_active,imd_forecast_rain_7d_mm,rsmd_news_score,rsmd_news_source_count,google_maps_congestion_index,stfi_event_confirmed,stfi_event_severity,rsmd_event_confirmed,rsmd_event_type,rsmd_event_severity,disruption_event_active,prev_week_risk_score,prev_2week_risk_score,prev_4week_risk_score,same_week_last_year_risk,same_week_2yr_ago_risk,prev_week_rainfall_mm,prev_month_avg_rainfall_mm,zone_risk_score,is_disruption_week,seasonal_loading_factor,disruption_type_actual
RISK-ANNA_NAGAR-2022-W15,ANNA_NAGAR,Anna_Nagar,Tamil Nadu,Chennai,2022-04-11,2022-04-17,15,2022,synthetic_historical,0.35,16.8,HIGH,GOOD,0.71,14.6,16800,4.2,0.84,1,2.4,1,4,2,0,0,1,0,0,NONE,0,0.8346,0.554,0.1192,12.5718,154.7095,0.897,54.3894,57.2948,33.9963,37.5984,28.2386,23.7817,33.4028,1012.6882,0.0573,69.3375,0,0,0,0,0,1.0081,0.297,0,0.469,0,NONE,0,NONE,NONE,0,0.0088,0.0041,0.0247,0.0506,0.1168,7.6684,1.0959,0.031,0,0.0,NONE
RISK-ANNA_NAGAR-2022-W16,ANNA_NAGAR,Anna_Nagar,Tamil Nadu,Chennai,2022-04-18,2022-04-24,16,2022,synthetic_historical,0.35,16.8,HIGH,GOOD,0.71,14.6,16800,4.2,0.68,1,2.4,1,4,2,0,0,1,0,0,NONE,0,18.7833,11.6615,2.6833,33.0884,193.6027,-3.876,68.9507,71.4624,32.8809,36.0109,28.3531,13.0892,28.788,1013.2873,16.7291,137.9819,0,0,0,0,0,9.8178,0.0314,0,0.1515,0,NONE,0,NONE,NONE,0,0.031,0.0088,0.0353,0.1022,0.087,0.8346,0.8701,0.0535,0,0.0,NONE
RISK-ANNA_NAGAR-2022-W17,ANNA_NAGAR,Anna_Nagar,Tamil Nadu,Chennai,2022-04-25,2022-05-01,17,2022,synthetic_historical,0.35,16.8,HIGH,GOOD,0.71,14.6,16800,4.2,0.89,1,2.4,1,4,2,0,0,1,0,0,NONE,0,9.9279,6.8692,1.4183,31.226,66.7296,2.3457,51.8167,65.1303,32.7763,35.0434,29.8831,13.5555,29.5226,1011.794,0.6782,132.416,0,0,1,0,0,8.921,0.2405,1,0.2734,0,NONE,0,NONE,NONE,0,0.0535,0.031,0.0041,0.0855,0.081,18.7833,1.3209,0.0597,0,0.0,NONE
RISK-ANNA_NAGAR-2022-W18,ANNA_NAGAR,Anna_Nagar,Tamil Nadu,Chennai,2022-05-02,2022-05-08,18,2022,synthetic_historical,0.35,16.8,HIGH,GOOD,0.71,14.6,16800,4.2,0.71,1,2.4,1,5,2,0,0,1,0,0,NONE,0,17.7247,11.6783,2.5321,52.2592,211.1412,1.896,54.872,58.4373,38.9229,42.1497,35.7967,16.1022,23.7093,1011.2569,18.0668,85.4148,0,0,0,0,0,15.3795,0.1214,0,0.2101,0,NONE,0,NONE,NONE,0,0.0597,0.0535,0.0088,0.0977,0.1126,9.9279,1.329075,0.0335,0,0.0,NONE
RISK-ANNA_NAGAR-2022-W19,ANNA_NAGAR,Anna_Nagar,Tamil Nadu,Chennai,2022-05-09,2022-05-15,19,2022,synthetic_historical,0.35,16.8,HIGH,GOOD,0.71,14.6,16800,4.2,0.59,1,2.4,1,5,2,0,0,1,0,0,NONE,0,9.2102,6.7477,1.3157,42.498,164.9722,1.9581,64.3642,65.1579,36.3259,41.1766,32.6591,23.6122,31.3637,1009.731,22.2287,50.8928,0,0,0,0,0,5.5188,0.3688,0,0.365,0,NONE,0,NONE,NONE,0,0.0335,0.0597,0.031,0.0794,0.1129,17.7247,1.688225,0.0339,0,0.0,NONE
RISK-ANNA_NAGAR-2022-W20,ANNA_NAGAR,Anna_Nagar,Tamil Nadu,Chennai,2022-05-16,2022-05-22,20,2022,synthetic_historical,0.35,16.8,HIGH,GOOD,0.71,14.6,16800,4.2,0.67,1,2.4,1,5,2,0,0,1,0,0,NONE,0,9.6572,6.9524,1.3796,43.2609,46.2925,-0.5855,64.8918,67.522,35.836,41.0477,31.2448,17.4265,24.5494,1013.9617,20.6915,142.3433,0,0,0,0,0,7.2793,0.3283,0,0.3495,0,NONE,0,NONE,NONE,0,0.0339,0.0335,0.0535,0.1211,0.1254,9.2102,1.98735,0.0498,0,0.0,NONE
RISK-ANNA_NAGAR-2022-W21,ANNA_NAGAR,Anna_Nagar,Tamil Nadu,Chennai,2022-05-23,2022-05-29,21,2022,synthetic_historical,0.35,16.8,HIGH,GOOD,0.71,14.6,16800,4.2,0.59,1,2.4,1,5,2,0,0,1,0,0,NONE,0,7.0845,5.6483,1.0121,15.548,181.6204,0.0307,56.9156,59.6427,33.6364,36.6155,31.0541,13.6459,19.0422,1012.8469,46.543,147.667,0,0,0,0,0,6.3693,0.2229,0,0.285,0,NONE,0,NONE,NONE,0,0.0498,0.0339,0.0597,0.1151,0.0645,9.6572,1.661425,0.0299,0,0.0,NONE
RISK-ANNA_NAGAR-2022-W22,ANNA_NAGAR,Anna_Nagar,Tamil Nadu,Chennai,2022-05-30,2022-06-05,22,2022,synthetic_historical,0.35,16.8,HIGH,GOOD,0.71,14.6,16800,4.2,0.58,1,2.4,1,5,2,0,0,1,0,0,NONE,0,4.5253,3.2394,0.6465,39.2314,200.5774,8.0124,53.0251,54.8739,34.9986,38.2799,29.7898,8.1363,18.1671,1008.1084,83.8806,146.4463,0,0,0,0,0,4.321,0.3138,1,0.3909,0,NONE,0,NONE,NONE,0,0.0299,0.0498,0.0335,0.062,0.0971,7.0845,1.559875,0.029,0,0.0,NONE
RISK-ANNA_NAGAR-2022-W22,ANNA_NAGAR,Anna_Nagar,Tamil Nadu,Chennai,2022-06-01,2022-06-07,22,2022,synthetic_historical,0.35,16.8,HIGH,GOOD,0.71,14.6,16800,4.2,0.76,1,2.4,1,6,2,0,1,0,0,0,NONE,0,6.4331,4.0944,0.919,55.0434,146.0647,-3.2938,72.0566,79.3301,31.9879,35.9832,27.0601,11.3589,21.8781,1009.5094,9.9674,79.3674,0,0,0,0,0,5.3464,0.9163,2,0.9232,0,NONE,1,RIOT,MODERATE,1,0.029,0.0299,0.0339,0.0787,0.0787,4.5253,1.088475,0.061,0,0.0,RSMD
RISK-ANNA_NAGAR-2022-W23,ANNA_NAGAR,Anna_Nagar,Tamil Nadu,Chennai,2022-06-06,2022-06-12,23,2022,synthetic_historical,0.35,16.8,HIGH,GOOD,0.71,14.6,16800,4.2,0.6,1,2.4,1,6,2,0,1,0,0,0,NONE,0,43.6063,26.2078,6.2295,87.7706,282.9466,-3.852,66.0978,72.091,32.0659,37.1063,27.1003,5.551,18.7361,1011.6837,15.8209,146.6973,0,0,0,0,0,61.0017,0.3071,1,0.2004,0,NONE,0,NONE,NONE,0,0.061,0.029,0.0498,0.0838,0.1126,6.4331,0.9893,0.0867,0,0.0,NONE
RISK-ANNA_NAGAR-2022-W24,ANNA_NAGAR,Anna_Nagar,Tamil Nadu,Chennai,2022-06-13,2022-06-19,24,2022,synthetic_historical,0.35,16.8,HIGH,GOOD,0.71,14.6,16800,4.2,0.85,1,2.4,1,6,2,0,1,0,0,0,NONE,0,20.1315,13.9467,2.8759,23.5303,141.2451,4.6952,78.3883,90.9558,30.6006,35.5067,26.2725,9.5628,28.1516,1012.4726,8.3551,93.8488,0,0,1,0,0,29.8734,0.3663,0,0.1059,0,NONE,0,NONE,NONE,0,0.0867,0.061,0.0299,0.0642,0.1134,43.6063,2.201775,0.102,0,0.0,NONE
RISK-ANNA_NAGAR-2022-W25,ANNA_NAGAR,Anna_Nagar,Tamil Nadu,Chennai,2022-06-20,2022-06-26,25,2022,synthetic_historical,0.35,16.8,HIGH,GOOD,0.71,14.6,16800,4.2,0.57,1,2.4,1,6,2,0,1,0,0,0,NONE,0,19.6041,11.9587,2.8006,61.314,103.8479,3.9255,62.4903,71.7782,28.8441,33.5488,24.1053,23.8068,39.7556,1012.0549,48.3856,139.3847,0,0,0,0,0,10.9525,0.1443,0,0.4367,0,NONE,0,NONE,NONE,0,0.102,0.0867,0.029,0.1259,0.1326,20.1315,2.667725,0.066,0,0.0,NONE
RISK-ANNA_NAGAR-2022-W26,ANNA_NAGAR,Anna_Nagar,Tamil Nadu,Chennai,2022-06-27,2022-07-03,26,2022,synthetic_historical,0.35,16.8,HIGH,GOOD,0.71,14.6,16800,4.2,0.62,1,2.4,1,6,2,0,1,0,0,0,NONE,0,40.3945,26.8759,5.7706,83.6386,139.1203,3.5855,65.6726,70.8665,30.8255,35.4247,25.9668,24.9219,34.6472,1010.8142,33.3377,75.0977,0,0,0,0,0,45.8194,0.3696,0,0.3212,0,NONE,0,NONE,NONE,0,0.066,0.102,0.061,0.1457,0.1376,19.6041,3.2062500000000003,0.1048,0,0.0,NONE
RISK-ANNA_NAGAR-2022-W27,ANNA_NAGAR,Anna_Nagar,Tamil Nadu,Chennai,2022-07-04,2022-07-10,27,2022,synthetic_historical,0.35,16.8,HIGH,GOOD,0.71,14.6,16800,4.2,0.57,1,2.4,1,7,3,0,1,0,0,0,NONE,0,18.3058,13.4017,2.6151,29.6556,220.3804,0.3687,61.3067,63.3693,26.6041,31.1817,23.1833,17.1699,32.2511,1013.953,60.2319,124.6705,0,0,0,0,0,21.0776,0.2239,1,0.1005,0,NONE,0,NONE,NONE,0,0.1048,0.066,0.0867,0.1111,0.2117,40.3945,4.41915,0.0542,0,0.0,NONE
RISK-ANNA_NAGAR-2022-W28,ANNA_NAGAR,Anna_Nagar,Tamil Nadu,Chennai,2022-07-11,2022-07-17,28,2022,synthetic_historical,0.35,16.8,HIGH,GOOD,0.71,14.6,16800,4.2,0.79,1,2.4,1,7,3,0,1,0,0,0,NONE,0,42.4997,32.7489,6.0714,85.6135,157.012,8.1799,78.7031,91.9066,32.5139,37.0939,28.5997,6.3136,23.151,1012.6744,92.3027,92.8687,0,0,0,0,0,43.4554,0.1735,0,0.4468,0,NONE,0,NONE,NONE,0,0.0542,0.1048,0.102,0.1142,0.1516,18.3058,3.51555,0.1124,0,0.0,NONE
RISK-ANNA_NAGAR-2022-W29,ANNA_NAGAR,Anna_Nagar,Tamil Nadu,Chennai,2022-07-18,2022-07-24,29,2022,synthetic_historical,0.35,16.8,HIGH,GOOD,0.71,14.6,16800,4.2,0.87,1,2.4,1,7,3,0,1,0,0,0,NONE,0,33.4019,21.2539,4.7717,45.5707,207.4817,3.292,80.0629,81.0969,32.6544,38.1061,30.1761,14.9233,21.1281,1011.7437,98.3776,54.8138,0,0,0,0,0,22.8473,0.0218,0,0.1915,0,NONE,0,NONE,NONE,0,0.1124,0.0542,0.066,0.0721,0.249,42.4997,4.314425,0.1118,0,0.0,NONE
RISK-ANNA_NAGAR-2022-W30,ANNA_NAGAR,Anna_Nagar,Tamil Nadu,Chennai,2022-07-25,2022-07-31,30,2022,synthetic_historical,0.35,16.8,HIGH,GOOD,0.71,14.6,16800,4.2,0.67,1,2.4,1,7,3,0,1,0,0,0,NONE,0,16.006,9.7456,2.2866,57.0219,250.6623,-2.2426,83.4219,86.9509,31.188,34.0787,28.8845,5.8932,22.9476,1013.7624,62.2339,61.4907,0,0,1,0,0,17.0161,0.3138,1,0.1504,0,NONE,0,NONE,NONE,0,0.1118,0.1124,0.1048,0.0997,0.2717,33.4019,4.8072,0.1131,0,0.0,NONE
RISK-ANNA_NAGAR-2022-W31,ANNA_NAGAR,Anna_Nagar,Tamil Nadu,Chennai,2022-08-01,2022-08-07,31,2022,synthetic_historical,0.35,16.8,HIGH,GOOD,0.71,14.6,16800,4.2,0.62,1,2.4,1,8,3,0,1,0,0,0,NONE,0,2.5993,1.7652,0.3713,8.3789,192.6838,7.2267,66.0303,70.6716,31.3179,33.473,28.0287,16.9595,35.8822,1010.4595,14.7507,88.1979,0,0,0,0,0,1.7042,0.1175,0,0.3782,0,NONE,0,NONE,NONE,0,0.1131,0.1118,0.0542,0.0908,0.185,16.006,3.9362,0.0395,0,0.0,NONE
RISK-ANNA_NAGAR-2022-W31,ANNA_NAGAR,Anna_Nagar,Tamil Nadu,Chennai,2022-08-01,2022-08-07,31,2022,synthetic_historical,0.35,16.8,HIGH,GOOD,0.71,14.6,16800,4.2,0.8,1,2.4,1,8,3,0,1,0,0,0,NONE,0,3.9561,2.8597,0.5652,8.4324,115.3052,9.3615,68.3085,77.0317,31.642,34.0884,26.3371,18.8286,27.1521,1008.1739,59.6056,112.9132,0,0,0,0,0,2.1254,0.7289,2,0.9698,0,NONE,1,RIOT,SEVERE,1,0.0395,0.1131,0.1124,0.1649,0.2346,2.5993,3.37525,0.0379,0,0.0,RSMD
RISK-ANNA_NAGAR-2022-W32,ANNA_NAGAR,Anna_Nagar,Tamil Nadu,Chennai,2022-08-08,2022-08-14,32,2022,synthetic_historical,0.35,16.8,HIGH,GOOD,0.71,14.6,16800,4.2,0.77,1,2.4,1,8,3,0,1,0,0,0,NONE,0,10.2594,7.6698,1.4656,30.3819,176.4016,0.7596,84.55,86.4277,29.1944,32.2272,24.6243,12.8505,21.8718,1009.9367,22.333,73.8841,0,0,1,0,0,14.7506,0.2918,0,0.39,0,NONE,0,NONE,NONE,0,0.0379,0.0395,0.1118,0.2179,0.2711,3.9561,1.9987,0.1013,0,0.0,NONE
RISK-ANNA_NAGAR-2022-W33,ANNA_NAGAR,Anna_Nagar,Tamil Nadu,Chennai,2022-08-15,2022-08-21,33,2022,synthetic_historical,0.35,16.8,HIGH,GOOD,0.71,14.6,16800,4.2,0.85,1,2.4,1,8,3,0,1,0,0,0,NONE,0,39.5053,27.7217,5.6436,76.4514,110.6618,6.6134,79.202,85.7194,29.8954,32.722,26.7716,17.5675,30.8037,1012.3894,63.9472,74.8855,0,0,0,0,0,48.5701,0.1698,1,0.1316,0,NONE,0,NONE,NONE,0,0.1013,0.0379,0.1131,0.2728,0.1891,10.2594,1.172175,0.0917,0,0.0,NONE
RISK-ANNA_NAGAR-2022-W34,ANNA_NAGAR,Anna_Nagar,Tamil Nadu,Chennai,2022-08-22,2022-08-28,34,2022,synthetic_historical,0.35,16.8,HIGH,GOOD,0.71,14.6,16800,4.2,0.81,1,2.4,1,8,3,0,1,0,0,0,NONE,0,15.6658,11.9404,2.238,45.2108,244.4938,-1.1514,75.7426,85.9816,33.8371,37.0298,30.9672,13.519,24.9936,1009.6176,19.468,75.7242,0,0,0,0,0,21.8267,0.0573,1,0.2838,0,NONE,0,NONE,NONE,0,0.0917,0.1013,0.0395,0.1687,0.239,39.5053,2.011425,0.0849,0,0.0,NONE
RISK-ANNA_NAGAR-2022-W35,ANNA_NAGAR,Anna_Nagar,Tamil Nadu,Chennai,2022-08-29,2022-09-04,35,2022,synthetic_historical,0.35,16.8,HIGH,GOOD,0.71,14.6,16800,4.2,0.85,1,2.4,1,8,3,0,1,0,0,0,NONE,0,30.7688,18.6613,4.3955,35.9943,197.02,-2.1725,82.2037,88.8394,34.9256,38.8012,29.2987,5.0971,23.4589,1009.4178,44.9289,53.4822,0,0,1,0,0,29.7963,0.3796,0,0.1945,0,NONE,0,NONE,NONE,0,0.0849,0.0917,0.0379,0.2032,0.4355,15.6658,2.4781,0.1295,0,0.0,NONE
RISK-ANNA_NAGAR-2022-W36,ANNA_NAGAR,Anna_Nagar,Tamil Nadu,Chennai,2022-09-05,2022-09-11,36,2022,synthetic_historical,0.35,16.8,HIGH,GOOD,0.71,14.6,16800,4.2,0.56,1,2.4,1,9,3,0,1,0,0,0,NONE,0,29.0865,18.7717,4.1552,34.7409,117.0921,4.9599,81.4386,84.7693,28.2293,30.4187,22.8471,6.9054,17.9788,1008.5022,31.7016,109.9734,0,0,0,0,0,22.9483,0.0401,0,0.2345,0,NONE,0,NONE,NONE,0,0.1295,0.0849,0.1013,0.1435,0.1147,30.7688,3.435675,0.0953,0,0.0,NONE
RISK-ANNA_NAGAR-2022-W37,ANNA_NAGAR,Anna_Nagar,Tamil Nadu,Chennai,2022-09-12,2022-09-18,37,2022,synthetic_historical,0.35,16.8,HIGH,GOOD,0.71,14.6,16800,4.2,0.59,1,2.4,1,9,3,0,1,0,0,0,NONE,0,13.2698,10.0176,1.8957,49.6698,67.5941,7.3855,62.6343,71.4223,28.4648,31.5794,25.8569,10.4318,20.7021,1013.9759,29.6027,141.86,0,0,0,0,0,15.1079,0.3466,1,0.2342,0,NONE,0,NONE,NONE,0,0.0953,0.1295,0.0917,0.2054,0.1622,29.0865,4.108075,0.0611,0,0.0,NONE
RISK-ANNA_NAGAR-2022-W38,ANNA_NAGAR,Anna_Nagar,Tamil Nadu,Chennai,2022-09-19,2022-09-25,38,2022,synthetic_historical,0.35,16.8,HIGH,GOOD,0.71,14.6,16800,4.2,0.87,1,2.4,1,9,3,0,1,0,0,0,NONE,0,20.4667,13.4671,2.9238,29.7128,85.7217,-1.7377,84.4568,98.234,32.4922,37.2566,30.4628,16.8429,32.2254,1010.159,17.0667,143.8273,0,0,0,0,0,11.3133,0.2404,1,0.4675,0,NONE,0,NONE,NONE,0,0.0611,0.0953,0.0849,0.4707,0.2779,13.2698,3.1711,0.069,0,0.0,NONE
RISK-ANNA_NAGAR-2022-W39,ANNA_NAGAR,Anna_Nagar,Tamil Nadu,Chennai,2022-09-26,2022-10-02,39,2022,synthetic_historical,0.35,16.8,HIGH,GOOD,0.71,14.6,16800,4.2,0.52,1,2.4,1,9,3,0,1,0,0,0,NONE,0,12.1497,7.5056,1.7357,53.1283,134.0418,8.862,67.0159,80.3213,34.4046,37.2465,31.5806,12.8265,23.9169,1009.1998,46.6436,80.6163,0,0,0,0,0,7.8571,0.3456,0,0.1022,0,NONE,0,NONE,NONE,0,0.069,0.0611,0.1295,0.6077,0.3351,20.4667,3.34255,0.0807,0,0.0,NONE
RISK-ANNA_NAGAR-2022-W39,ANNA_NAGAR,Anna_Nagar,Tamil Nadu,Chennai,2022-10-01,2022-10-07,39,2022,synthetic_historical,0.35,16.8,HIGH,GOOD,0.71,14.6,16800,4.2,0.65,1,2.4,1,10,4,1,0,0,0,1,DIWALI,1,104.3653,63.0503,14.9093,138.4193,179.8382,-1.2046,83.7303,85.6073,27.4901,29.5505,25.3839,7.0562,13.5838,1013.0472,86.1694,128.5236,0,1,1,0,0,86.4172,0.3752,1,0.9945,0,NONE,0,NONE,NONE,0,0.0807,0.069,0.0953,0.2483,0.0892,12.1497,2.6776,0.2488,0,0.05,NONE
RISK-ANNA_NAGAR-2022-W39,ANNA_NAGAR,Anna_Nagar,Tamil Nadu,Chennai,2022-10-01,2022-10-07,39,2022,synthetic_historical,0.35,16.8,HIGH,GOOD,0.71,14.6,16800,4.2,0.65,1,2.4,1,10,4,1,0,0,0,0,NONE,1,125.612,82.8844,17.9446,155.7937,283.271,-4.0094,88.6154,100.0,25.0746,28.1649,19.331,11.8526,17.1243,1009.0467,83.4412,82.8684,0,1,1,0,0,164.4229,0.0229,1,0.1358,0,NONE,0,NONE,NONE,0,0.2488,0.0807,0.0611,0.2618,0.0735,104.3653,5.366125,0.2773,0,0.05,NONE
RISK-ANNA_NAGAR-2022-W40,ANNA_NAGAR,Anna_Nagar,Tamil Nadu,Chennai,2022-10-03,2022-10-09,40,2022,synthetic_historical,0.35,16.8,HIGH,GOOD,0.71,14.6,16800,4.2,0.87,1,2.4,1,10,4,1,0,0,0,1,DIWALI,1,131.5706,79.2264,18.7958,175.8095,336.2208,9.1967,92.7756,100.0,25.0507,29.7105,19.0702,18.092,25.1994,1008.7038,62.187,107.996,0,1,1,0,0,88.7178,0.3993,1,0.8486,0,NONE,0,NONE,NONE,0,0.2773,0.2488,0.069,0.2565,0.1201,125.612,9.37835,0.3275,0,0.05,NONE
RISK-ANNA_NAGAR-2022-W41,ANNA_NAGAR,Anna_Nagar,Tamil Nadu,Chennai,2022-10-10,2022-10-16,41,2022,synthetic_historical,0.35,16.8,HIGH,GOOD,0.71,14.6,16800,4.2,0.71,1,2.4,1,10,4,1,0,0,0,0,NONE,1,47.8063,34.9675,6.8295,87.1767,204.1192,-3.8477,74.7352,80.5097,28.8219,34.4753,26.469,13.5334,24.9537,1009.2243,68.9801,51.4518,0,0,0,0,0,29.6515,0.356,0,0.4713,0,NONE,0,NONE,NONE,0,0.3275,0.2773,0.0807,0.3222,0.0862,131.5706,13.34635,0.1446,0,0.0,NONE
RISK-ANNA_NAGAR-2022-W42,ANNA_NAGAR,Anna_Nagar,Tamil Nadu,Chennai,2022-10-17,2022-10-23,42,2022,synthetic_historical,0.35,16.8,HIGH,GOOD,0.71,14.6,16800,4.2,0.82,1,2.4,1,10,4,1,0,0,0,0,NONE,1,76.024,59.8347,10.8606,122.1815,291.2788,-1.1225,81.416,94.8262,26.409,28.6673,22.621,10.8493,18.6465,1009.2372,86.451,135.9536,0,1,1,0,0,50.4026,0.2654,0,0.489,0,NONE,0,NONE,NONE,0,0.1446,0.3275,0.2488,0.2212,0.1246,47.8063,14.6198,0.2201,0,0.05,NONE
RISK-ANNA_NAGAR-2022-W43,ANNA_NAGAR,Anna_Nagar,Tamil Nadu,Chennai,2022-10-24,2022-10-30,43,2022,synthetic_historical,0.35,16.8,HIGH,GOOD,0.71,14.6,16800,4.2,0.62,1,2.4,1,10,4,1,0,0,0,0,NONE,1,69.0934,41.6197,9.8705,102.399,217.6284,8.5801,91.7788,100.0,29.2078,31.8518,26.7056,18.0995,36.0233,1011.5698,80.753,69.686,0,1,1,0,0,94.8597,0.3216,0,0.3867,0,NONE,0,NONE,NONE,0,0.2201,0.1446,0.2773,0.2547,0.1367,76.024,13.607625000000002,0.1918,0,0.0,NONE
RISK-ANNA_NAGAR-2022-W44,ANNA_NAGAR,Anna_Nagar,Tamil Nadu,Chennai,2022-10-31,2022-11-06,44,2022,synthetic_historical,0.35,16.8,HIGH,GOOD,0.71,14.6,16800,4.2,0.54,1,2.4,1,10,4,1,0,0,0,0,NONE,1,78.9216,61.7135,11.2745,113.3376,154.9597,-2.801,90.3604,92.6891,27.2015,32.1197,22.764,18.0009,34.9904,1011.8531,55.4868,68.8399,0,1,0,0,0,114.7486,0.077,0,0.2959,0,NONE,0,NONE,NONE,0,0.1918,0.2201,0.3275,0.1984,0.0944,69.0934,11.589100000000002,0.2174,0,0.05,NONE
RISK-ANNA_NAGAR-2022-W44,ANNA_NAGAR,Anna_Nagar,Tamil Nadu,Chennai,2022-11-01,2022-11-07,44,2022,synthetic_historical,0.35,16.8,HIGH,GOOD,0.71,14.6,16800,4.2,0.69,1,2.4,1,11,4,1,0,0,0,0,NONE,1,124.8378,78.5063,17.834,170.4326,365.1587,-3.4707,94.2218,100.0,24.5123,26.5593,19.2333,5.2885,80.5752,1004.948,99.4048,111.4442,0,2,1,0,1,139.5756,0.2113,0,0.3902,1,MODERATE,0,NONE,NONE,1,0.2174,0.1918,0.1446,0.1783,0.1165,78.9216,9.708775,0.3022,0,0.05,STFI
RISK-ANNA_NAGAR-2022-W44,ANNA_NAGAR,Anna_Nagar,Tamil Nadu,Chennai,2022-11-01,2022-11-07,44,2022,synthetic_historical,0.35,16.8,HIGH,GOOD,0.71,14.6,16800,4.2,0.58,1,2.4,1,11,4,1,0,0,0,1,DIWALI,1,64.3662,48.972,9.1952,67.6896,125.1326,2.8931,75.3409,85.5406,25.2976,27.9891,20.6625,22.4149,28.7689,1010.0122,64.3813,127.2772,0,1,1,0,0,63.5908,0.0939,1,0.7775,0,NONE,0,NONE,NONE,0,0.3022,0.2174,0.2201,0.0676,0.0262,124.8378,12.4599,0.2114,0,0.05,NONE
RISK-ANNA_NAGAR-2022-W45,ANNA_NAGAR,Anna_Nagar,Tamil Nadu,Chennai,2022-11-07,2022-11-13,45,2022,synthetic_historical,0.35,16.8,HIGH,GOOD,0.71,14.6,16800,4.2,0.65,1,2.4,1,11,4,1,0,0,0,0,NONE,1,35.7067,28.3959,5.101,48.2068,188.0939,5.4666,88.0843,96.9416,26.3449,30.0724,22.3043,10.4306,27.9413,1012.9853,61.2253,116.4384,0,0,0,0,0,50.9342,0.0955,0,0.2624,0,NONE,0,NONE,NONE,0,0.2114,0.3022,0.1918,0.0226,0.0447,64.3662,12.04355,0.2183,0,0.05,NONE
RISK-ANNA_NAGAR-2022-W46,ANNA_NAGAR,Anna_Nagar,Tamil Nadu,Chennai,2022-11-14,2022-11-20,46,2022,synthetic_historical,0.35,16.8,HIGH,GOOD,0.71,14.6,16800,4.2,0.82,1,2.4,1,11,4,1,0,0,0,0,NONE,1,77.7005,46.7567,11.1001,84.989,249.0202,9.2502,71.8056,72.1969,24.7711,29.2713,21.3391,6.4403,24.4743,1008.273,51.7568,129.1109,0,1,1,0,0,107.7781,0.0121,1,0.2618,0,NONE,0,NONE,NONE,0,0.2183,0.2114,0.2174,0.1139,0.009,35.7067,10.851175,0.2149,0,0.05,NONE
RISK-ANNA_NAGAR-2022-W47,ANNA_NAGAR,Anna_Nagar,Tamil Nadu,Chennai,2022-11-21,2022-11-27,47,2022,synthetic_historical,0.35,16.8,HIGH,GOOD,0.71,14.6,16800,4.2,0.85,1,2.4,1,11,4,1,0,0,0,0,NONE,1,105.8932,76.1845,15.1276,147.3135,167.1073,1.8575,71.3876,75.4347,27.2583,31.5577,24.1931,6.9412,21.7609,1008.1059,96.809,98.2605,0,1,0,0,0,83.5331,0.1505,1,0.3201,0,NONE,0,NONE,NONE,0,0.2149,0.2183,0.3022,0.092,0.0049,77.7005,10.807575,0.2369,0,0.05,NONE
RISK-ANNA_NAGAR-2022-W48,ANNA_NAGAR,Anna_Nagar,Tamil Nadu,Chennai,2022-11-28,2022-12-04,48,2022,synthetic_historical,0.35,16.8,HIGH,GOOD,0.71,14.6,16800,4.2,0.9,1,2.4,1,11,4,1,0,0,0,0,NONE,1,135.8121,89.6127,19.4017,148.4292,220.9486,0.4484,82.1675,84.2341,29.5327,32.8817,27.0808,23.8907,35.9076,1013.9024,68.0535,75.8351,0,1,0,0,0,199.4588,0.1406,1,0.3939,0,NONE,0,NONE,NONE,0,0.2369,0.2149,0.2114,0.1199,0.0421,105.8932,10.130975,0.281,0,0.05,NONE
RISK-ANNA_NAGAR-2022-W49,ANNA_NAGAR,Anna_Nagar,Tamil Nadu,Chennai,2022-12-05,2022-12-11,49,2022,synthetic_historical,0.35,16.8,HIGH,GOOD,0.71,14.6,16800,4.2,0.65,1,2.4,1,12,4,1,0,0,0,0,NONE,1,92.9323,64.3038,13.276,105.0298,224.9076,7.9467,84.7657,91.8525,24.0775,27.9162,18.4245,9.165,25.8021,1010.2256,51.7449,89.2247,0,1,0,0,0,124.649,0.0908,0,0.4874,0,NONE,0,NONE,NONE,0,0.281,0.2369,0.2183,0.063,0.0201,135.8121,12.6826,0.2351,0,0.05,NONE
